R,H,I,E,S,Time
6347,2,675,865,2111,42.2649
6347,2,675,866,2110,42.2691
6347,2,675,867,2109,42.2704
6347,2,676,866,2109,42.272
6348,2,675,866,2109,42.2733
6348,2,676,865,2109,42.2751
6349,2,675,865,2109,42.2755
6350,2,674,865,2109,42.2762
6350,2,674,866,2108,42.2783
6350,2,675,865,2108,42.2828
6351,2,674,865,2108,42.2864
6351,2,674,866,2107,42.2875
6351,2,674,867,2106,42.289
6352,2,673,867,2106,42.2917
6353,2,672,867,2106,42.2933
6354,2,671,867,2106,42.2944
6355,2,670,867,2106,42.2961
6356,2,669,867,2106,42.2977
6357,2,668,867,2106,42.2987
6358,2,667,867,2106,42.3019
6358,2,667,868,2105,42.3041
6359,2,666,868,2105,42.3081
6359,2,667,867,2105,42.3112
6359,2,667,868,2104,42.3121
6360,2,666,868,2104,42.3126
6361,2,665,868,2104,42.3158
6361,2,666,867,2104,42.3168
6362,2,665,867,2104,42.318
6363,2,664,867,2104,42.3183
6363,2,665,866,2104,42.3246
6363,2,666,865,2104,42.326
6364,2,665,865,2104,42.3262
6364,2,666,864,2104,42.3298
6364,2,666,865,2103,42.3304
6364,2,667,864,2103,42.3452
6365,2,666,864,2103,42.3464
6366,2,665,864,2103,42.3479
6366,2,665,865,2102,42.3496
6366,2,665,866,2101,42.3515
6367,2,664,866,2101,42.3568
6368,2,663,866,2101,42.3572
6368,2,663,867,2100,42.3593
6369,2,662,867,2100,42.3599
6369,2,662,868,2099,42.3626
6369,2,662,869,2098,42.3634
6369,2,663,868,2098,42.3641
6369,2,664,867,2098,42.3643
6369,2,664,868,2097,42.3711
6370,2,663,868,2097,42.3723
6370,2,664,867,2097,42.3736
6370,2,665,866,2097,42.374
6370,2,665,867,2096,42.3748
6371,2,664,867,2096,42.3765
6372,2,663,867,2096,42.3768
6373,2,662,867,2096,42.3794
6373,2,663,866,2096,42.3804
6373,2,663,867,2095,42.3814
6374,2,662,867,2095,42.3852
6374,2,663,866,2095,42.3879
6374,2,663,867,2094,42.3881
6375,2,662,867,2094,42.3922
6376,2,661,867,2094,42.3996
6376,2,661,868,2093,42.4006
6377,2,660,868,2093,42.401
6378,2,659,868,2093,42.4114
6379,2,658,868,2093,42.4142
6380,2,657,868,2093,42.4145
6381,2,656,868,2093,42.4186
6381,2,656,869,2092,42.4196
6381,2,657,868,2092,42.4271
6382,2,656,868,2092,42.4286
6382,2,656,869,2091,42.4304
6383,2,655,869,2091,42.4324
6383,2,656,868,2091,42.4343
6384,2,655,868,2091,42.4343
6384,2,655,869,2090,42.4353
6384,2,656,868,2090,42.4359
6385,2,655,868,2090,42.439
6385,2,656,867,2090,42.4475
6385,2,656,868,2089,42.4479
6386,2,655,868,2089,42.4501
6386,2,656,867,2089,42.4512
6386,2,656,868,2088,42.4544
6386,2,657,867,2088,42.4564
6387,2,656,867,2088,42.4564
6387,2,656,868,2087,42.4569
6388,2,655,868,2087,42.4577
6389,2,654,868,2087,42.4578
6390,2,653,868,2087,42.4638
6391,2,652,868,2087,42.4639
6391,2,653,867,2087,42.4649
6391,2,654,866,2087,42.4659
6391,2,654,867,2086,42.4663
6391,2,655,866,2086,42.4667
6391,2,655,867,2085,42.4672
6391,2,656,866,2085,42.4697
6391,2,656,867,2084,42.471
6391,2,656,868,2083,42.4745
6392,2,655,868,2083,42.4752
6393,2,654,868,2083,42.4863
6394,2,653,868,2083,42.4873
6394,2,654,867,2083,42.4881
6394,2,655,866,2083,42.4912
6395,2,654,866,2083,42.4934
6395,2,655,865,2083,42.4938
6395,2,655,866,2082,42.5076
6395,2,656,865,2082,42.5078
6395,2,657,864,2082,42.5092
6395,2,658,863,2082,42.5103
6395,2,659,862,2082,42.5124
6396,2,658,862,2082,42.5137
6396,2,658,863,2081,42.5162
6397,2,657,863,2081,42.5165
6397,2,658,862,2081,42.5181
6398,2,657,862,2081,42.5215
6398,2,658,861,2081,42.5249
6398,2,659,860,2081,42.5268
6398,2,660,859,2081,42.5301
6398,2,660,860,2080,42.5353
6399,2,659,860,2080,42.5354
6400,2,658,860,2080,42.5371
6401,2,657,860,2080,42.539
6402,2,656,860,2080,42.541
6402,2,657,859,2080,42.5432
6403,2,656,859,2080,42.5454
6403,2,656,860,2079,42.5464
6404,2,655,860,2079,42.548
6405,2,654,860,2079,42.5486
6406,2,653,860,2079,42.5495
6406,2,654,859,2079,42.5537
6406,2,654,860,2078,42.5542
6407,2,653,860,2078,42.5577
6408,2,652,860,2078,42.5601
6408,2,653,859,2078,42.5612
6409,2,652,859,2078,42.562
6410,2,651,859,2078,42.5646
6410,2,651,860,2077,42.5681
6411,2,650,860,2077,42.5689
6411,2,650,861,2076,42.569
6411,2,651,860,2076,42.5696
6411,2,652,859,2076,42.5703
6412,2,651,859,2076,42.5724
6412,2,652,858,2076,42.5746
6412,2,652,859,2075,42.5753
6413,2,651,859,2075,42.5832
6413,2,652,858,2075,42.5855
6414,2,651,858,2075,42.5862
6415,2,650,858,2075,42.5867
6415,2,651,857,2075,42.5877
6416,2,650,857,2075,42.5903
6416,2,650,858,2074,42.5962
6416,2,651,857,2074,42.5994
6417,2,650,857,2074,42.5997
6418,2,649,857,2074,42.6019
6419,2,648,857,2074,42.6047
6420,2,647,857,2074,42.6052
6420,2,648,856,2074,42.6093
6421,2,647,856,2074,42.6097
6422,2,646,856,2074,42.6098
6422,2,646,857,2073,42.6106
6423,2,645,857,2073,42.6116
6423,2,645,858,2072,42.6122
6424,2,644,858,2072,42.6128
6424,2,645,857,2072,42.6137
6425,2,644,857,2072,42.6175
6426,2,643,857,2072,42.6177
6426,2,643,858,2071,42.6282
6426,2,643,859,2070,42.6298
6426,2,644,858,2070,42.6309
6426,2,645,857,2070,42.6328
6427,2,644,857,2070,42.6328
6427,2,645,856,2070,42.6344
6428,2,644,856,2070,42.6357
6428,2,644,857,2069,42.6357
6429,2,643,857,2069,42.6377
6429,2,643,858,2068,42.6405
6429,2,644,857,2068,42.6407
6429,2,644,858,2067,42.6418
6429,2,645,857,2067,42.6419
6429,2,646,856,2067,42.6437
6430,2,645,856,2067,42.645
6430,2,646,855,2067,42.6473
6430,2,646,856,2066,42.6538
6430,2,647,855,2066,42.6544
6431,2,646,855,2066,42.6545
6432,2,645,855,2066,42.6626
6433,2,644,855,2066,42.6649
6434,2,643,855,2066,42.6661
6435,2,642,855,2066,42.6747
6436,2,641,855,2066,42.682
6436,2,641,856,2065,42.6821
6437,2,640,856,2065,42.6833
6437,2,640,857,2064,42.6874
6437,2,641,856,2064,42.6878
6437,2,641,857,2063,42.6894
6437,2,642,856,2063,42.6903
6438,2,641,856,2063,42.6911
6438,2,642,855,2063,42.692
6439,2,641,855,2063,42.6921
6440,2,640,855,2063,42.6934
6440,2,641,854,2063,42.6991
6441,2,640,854,2063,42.702
6442,2,639,854,2063,42.7052
6442,2,640,853,2063,42.7053
6442,2,640,854,2062,42.7055
6443,2,639,854,2062,42.7074
6444,2,638,854,2062,42.7079
6444,2,639,853,2062,42.7099
6445,2,638,853,2062,42.7108
6445,2,638,854,2061,42.7125
6445,2,638,855,2060,42.7128
6445,2,639,854,2060,42.7164
6445,2,640,853,2060,42.7232
6446,2,639,853,2060,42.725
6446,2,639,854,2059,42.7309
6446,2,640,853,2059,42.7313
6446,2,640,854,2058,42.7314
6447,2,639,854,2058,42.7346
6447,2,640,853,2058,42.7386
6447,2,641,852,2058,42.7397
6447,2,642,851,2058,42.7397
6447,2,643,850,2058,42.7501
6447,2,644,849,2058,42.7518
6448,2,643,849,2058,42.7547
6448,2,644,848,2058,42.7559
6448,2,644,849,2057,42.7584
6448,2,644,850,2056,42.7602
6448,2,644,851,2055,42.763
6448,2,644,852,2054,42.7652
6448,2,645,851,2054,42.7663
6448,2,646,850,2054,42.7677
6448,2,647,849,2054,42.768
6448,2,647,850,2053,42.7691
6448,2,647,851,2052,42.7699
6448,2,648,850,2052,42.7708
6449,2,647,850,2052,42.7722
6449,2,648,849,2052,42.7736
6450,2,647,849,2052,42.7776
6451,2,646,849,2052,42.7789
6452,2,645,849,2052,42.7835
6452,2,646,848,2052,42.7888
6452,2,647,847,2052,42.7904
6452,2,648,846,2052,42.7907
6453,2,647,846,2052,42.7909
6453,2,647,847,2051,42.7933
6453,2,648,846,2051,42.7935
6453,2,649,845,2051,42.7952
6454,2,648,845,2051,42.7956
6455,2,647,845,2051,42.797
6455,2,648,844,2051,42.7974
6455,2,649,843,2051,42.7975
6455,2,650,842,2051,42.7976
6456,2,649,842,2051,42.8071
6456,2,649,843,2050,42.8081
6456,2,650,842,2050,42.8092
6456,2,651,841,2050,42.8137
6456,2,652,840,2050,42.8165
6457,2,651,840,2050,42.8166
6457,2,652,839,2050,42.82
6458,2,651,839,2050,42.8208
6459,2,650,839,2050,42.8327
6459,2,651,838,2050,42.8357
6459,2,652,837,2050,42.8362
6459,2,652,838,2049,42.8367
6460,2,651,838,2049,42.8392
6460,2,652,837,2049,42.8402
6461,2,651,837,2049,42.8429
6461,2,652,836,2049,42.8516
6462,2,651,836,2049,42.856
6463,2,650,836,2049,42.8566
6463,2,651,835,2049,42.8582
6463,2,652,834,2049,42.86
6463,2,653,833,2049,42.8653
6463,2,654,832,2049,42.8658
6463,2,655,831,2049,42.8687
6463,2,656,830,2049,42.8692
6463,2,656,831,2048,42.8701
6464,2,655,831,2048,42.8724
6464,2,656,830,2048,42.8744
6464,2,657,829,2048,42.8755
6465,2,656,829,2048,42.8806
6465,2,657,828,2048,42.8842
6465,2,658,827,2048,42.8846
6466,2,657,827,2048,42.8863
6467,2,656,827,2048,42.8902
6467,2,656,828,2047,42.891
6468,2,655,828,2047,42.8931
6469,2,654,828,2047,42.8934
6469,2,654,829,2046,42.898
6469,2,654,830,2045,42.8993
6469,2,655,829,2045,42.8998
6469,2,655,830,2044,42.9029
6469,2,655,831,2043,42.9101
6469,2,655,832,2042,42.9167
6470,2,654,832,2042,42.9173
6470,2,654,833,2041,42.9177
6471,2,653,833,2041,42.9178
6471,2,653,834,2040,42.9203
6472,2,652,834,2040,42.9234
6473,2,651,834,2040,42.9243
6474,2,650,834,2040,42.9259
6474,2,650,835,2039,42.9276
6474,2,651,834,2039,42.9306
6474,2,651,835,2038,42.9318
6475,2,650,835,2038,42.933
6475,2,651,834,2038,42.9356
6475,2,652,833,2038,42.9366
6475,2,653,832,2038,42.9402
6476,2,652,832,2038,42.9415
6477,2,651,832,2038,42.9428
6477,2,651,833,2037,42.9435
6477,2,651,834,2036,42.9466
6478,2,650,834,2036,42.9493
6478,2,650,835,2035,42.95
6479,2,649,835,2035,42.9517
6479,2,649,836,2034,42.9517
6479,2,650,835,2034,42.9607
6480,2,649,835,2034,42.9645
6480,2,650,834,2034,42.9649
6481,2,649,834,2034,42.9711
6482,2,648,834,2034,42.9711
6482,2,648,835,2033,42.9753
6482,2,649,834,2033,42.9783
6482,2,650,833,2033,42.98
6483,2,649,833,2033,42.9825
6483,2,649,834,2032,42.9863
6483,2,650,833,2032,42.9884
6484,2,649,833,2032,42.9899
6484,2,650,832,2032,42.9933
6484,2,651,831,2032,42.9946
6484,2,652,830,2032,42.9989
6485,2,651,830,2032,43.0005
6485,2,651,831,2031,43.0016
6485,2,652,830,2031,43.002
6486,2,651,830,2031,43.0024
6487,2,650,830,2031,43.0039
6487,2,651,829,2031,43.0042
6487,2,652,828,2031,43.0066
6488,2,651,828,2031,43.0105
6489,2,650,828,2031,43.0109
6490,2,649,828,2031,43.0113
6490,2,650,827,2031,43.012
6490,2,650,828,2030,43.0125
6491,2,649,828,2030,43.0145
6491,2,650,827,2030,43.016
6492,2,649,827,2030,43.0176
6493,2,648,827,2030,43.019
6493,2,649,826,2030,43.02
6493,2,650,825,2030,43.0267
6493,2,651,824,2030,43.03
6493,2,651,825,2029,43.0355
6493,2,651,826,2028,43.036
6493,2,652,825,2028,43.0363
6493,2,653,824,2028,43.0397
6494,2,652,824,2028,43.0418
6495,2,651,824,2028,43.0426
6496,2,650,824,2028,43.0437
6496,2,651,823,2028,43.0468
6496,2,651,824,2027,43.0473
6496,2,652,823,2027,43.0518
6497,2,651,823,2027,43.0528
6498,2,650,823,2027,43.0545
6499,2,649,823,2027,43.055
6500,2,648,823,2027,43.0554
6500,2,649,822,2027,43.0578
6501,2,648,822,2027,43.0616
6501,2,648,823,2026,43.0666
6501,2,649,822,2026,43.0688
6502,2,648,822,2026,43.0695
6502,2,648,823,2025,43.0712
6503,2,647,823,2025,43.0746
6504,2,646,823,2025,43.0748
6504,2,646,824,2024,43.083
6504,2,646,825,2023,43.0837
6505,2,645,825,2023,43.0878
6506,2,644,825,2023,43.0882
6506,2,645,824,2023,43.0934
6506,2,645,825,2022,43.0939
6506,2,646,824,2022,43.0972
6506,2,647,823,2022,43.0972
6506,2,647,824,2021,43.0979
6507,2,646,824,2021,43.0993
6508,2,645,824,2021,43.1035
6508,2,646,823,2021,43.1068
6508,2,647,822,2021,43.1122
6508,2,647,823,2020,43.1129
6508,2,647,824,2019,43.1132
6508,2,647,825,2018,43.1148
6508,2,648,824,2018,43.1174
6509,2,647,824,2018,43.1198
6509,2,648,823,2018,43.1231
6509,2,648,824,2017,43.1234
6510,2,647,824,2017,43.1237
6510,2,647,825,2016,43.1276
6510,2,648,824,2016,43.1301
6511,2,647,824,2016,43.1321
6512,2,646,824,2016,43.1354
6512,2,647,823,2016,43.1366
6512,2,648,822,2016,43.1369
6512,2,648,823,2015,43.1386
6512,2,648,824,2014,43.1387
6512,2,648,825,2013,43.1436
6512,2,649,824,2013,43.1449
6512,2,650,823,2013,43.1479
6512,2,650,824,2012,43.1494
6513,2,649,824,2012,43.155
6514,2,648,824,2012,43.1554
6514,2,648,825,2011,43.1566
6515,2,647,825,2011,43.1577
6515,2,647,826,2010,43.1606
6516,2,646,826,2010,43.1636
6516,2,647,825,2010,43.1682
6517,2,646,825,2010,43.1687
6517,2,646,826,2009,43.1702
6518,2,645,826,2009,43.171
6519,2,644,826,2009,43.1714
6520,2,643,826,2009,43.1721
6521,2,642,826,2009,43.1745
6521,2,643,825,2009,43.1777
6521,2,643,826,2008,43.1872
6522,2,642,826,2008,43.1901
6523,2,641,826,2008,43.1922
6524,2,640,826,2008,43.1976
6524,2,641,825,2008,43.1989
6524,2,642,824,2008,43.199
6525,2,641,824,2008,43.1993
6526,2,640,824,2008,43.2002
6527,2,639,824,2008,43.2029
6527,2,640,823,2008,43.2038
6528,2,639,823,2008,43.207
6529,2,638,823,2008,43.2095
6530,2,637,823,2008,43.2095
6530,2,638,822,2008,43.2102
6531,2,637,822,2008,43.2111
6531,2,638,821,2008,43.2119
6532,2,637,821,2008,43.2132
6532,2,638,820,2008,43.2141
6533,2,637,820,2008,43.2142
6533,2,637,821,2007,43.2153
6533,2,638,820,2007,43.2184
6534,2,637,820,2007,43.2211
6534,2,638,819,2007,43.2225
6535,2,637,819,2007,43.2259
6535,2,638,818,2007,43.2314
6536,2,637,818,2007,43.2328
6536,2,638,817,2007,43.2354
6537,2,637,817,2007,43.2371
6537,2,638,816,2007,43.2371
6538,2,637,816,2007,43.2416
6539,2,636,816,2007,43.2426
6539,2,636,817,2006,43.2471
6540,2,635,817,2006,43.2511
6541,2,634,817,2006,43.2521
6541,2,635,816,2006,43.2557
6541,2,635,817,2005,43.2559
6542,2,634,817,2005,43.2566
6543,2,633,817,2005,43.2582
6543,2,633,818,2004,43.2624
6543,2,633,819,2003,43.2656
6543,2,633,820,2002,43.2662
6543,2,633,821,2001,43.2662
6543,2,633,822,2000,43.2669
6544,2,632,822,2000,43.2704
6544,2,633,821,2000,43.2704
6544,2,634,820,2000,43.2718
6544,2,634,821,1999,43.2739
6545,2,633,821,1999,43.2755
6545,2,634,820,1999,43.2766
6545,2,634,821,1998,43.2804
6545,2,635,820,1998,43.2812
6546,2,634,820,1998,43.2864
6547,2,633,820,1998,43.2879
6547,2,634,819,1998,43.2905
6548,2,633,819,1998,43.293
6548,2,634,818,1998,43.2955
6549,2,633,818,1998,43.2955
6549,2,633,819,1997,43.296
6549,2,634,818,1997,43.2962
6550,2,633,818,1997,43.2987
6550,2,634,817,1997,43.301
6550,2,635,816,1997,43.3029
6551,2,634,816,1997,43.3059
6551,2,635,815,1997,43.3076
6551,2,636,814,1997,43.308
6551,2,636,815,1996,43.3124
6552,2,635,815,1996,43.3143
6552,2,636,814,1996,43.3148
6553,2,635,814,1996,43.3168
6554,2,634,814,1996,43.3178
6555,2,633,814,1996,43.3194
6556,2,632,814,1996,43.3195
6557,2,631,814,1996,43.3198
6557,2,631,815,1995,43.3203
6558,2,630,815,1995,43.3205
6559,2,629,815,1995,43.3207
6560,2,628,815,1995,43.323
6561,2,627,815,1995,43.3244
6561,2,628,814,1995,43.3248
6561,2,629,813,1995,43.327
6562,2,628,813,1995,43.3296
6562,2,629,812,1995,43.3296
6563,2,628,812,1995,43.3302
6563,2,628,813,1994,43.3341
6564,2,627,813,1994,43.3352
6564,2,628,812,1994,43.338
6565,2,627,812,1994,43.3395
6566,2,626,812,1994,43.3424
6567,2,625,812,1994,43.3436
6567,2,626,811,1994,43.3439
6567,2,626,812,1993,43.3464
6567,2,626,813,1992,43.3466
6567,2,626,814,1991,43.3475
6568,2,625,814,1991,43.3489
6568,3,624,814,1991,43.3527
6568,3,625,813,1991,43.3531
6568,3,625,814,1990,43.3533
6569,3,624,814,1990,43.3542
6569,3,624,815,1989,43.3575
6570,3,623,815,1989,43.3617
6571,3,622,815,1989,43.3648
6571,3,622,816,1988,43.3653
6572,3,621,816,1988,43.3685
6573,3,620,816,1988,43.3724
6574,3,619,816,1988,43.3776
6574,3,620,815,1988,43.3778
6574,3,621,814,1988,43.3804
6574,3,621,815,1987,43.3808
6574,3,621,816,1986,43.3839
6575,3,620,816,1986,43.385
6575,3,620,817,1985,43.3852
6576,3,619,817,1985,43.3855
6577,3,618,817,1985,43.3877
6577,3,619,816,1985,43.3948
6577,3,620,815,1985,43.3952
6577,3,621,814,1985,43.3981
6577,3,622,813,1985,43.3984
6578,3,621,813,1985,43.4
6579,3,620,813,1985,43.4001
6580,3,619,813,1985,43.4006
6581,3,618,813,1985,43.4023
6582,3,617,813,1985,43.4041
6583,3,616,813,1985,43.4095
6583,3,617,812,1985,43.41
6583,3,617,813,1984,43.4121
6583,3,617,814,1983,43.4127
6583,3,617,815,1982,43.415
6583,3,618,814,1982,43.4157
6583,3,619,813,1982,43.4217
6583,3,619,814,1981,43.4227
6583,3,620,813,1981,43.4235
6583,3,621,812,1981,43.4285
6584,3,620,812,1981,43.4378
6584,3,621,811,1981,43.4397
6584,3,622,810,1981,43.4429
6584,3,623,809,1981,43.4452
6584,3,624,808,1981,43.4482
6585,3,623,808,1981,43.4544
6585,3,623,809,1980,43.455
6586,3,622,809,1980,43.4621
6587,3,621,809,1980,43.464
6587,3,621,810,1979,43.4647
6588,3,620,810,1979,43.4661
6589,3,619,810,1979,43.4661
6589,3,619,811,1978,43.4697
6589,3,620,810,1978,43.4752
6589,3,621,809,1978,43.4851
6590,3,620,809,1978,43.4889
6590,3,621,808,1978,43.4901
6590,3,622,807,1978,43.4925
6590,3,622,808,1977,43.4931
6591,3,621,808,1977,43.4971
6591,3,622,807,1977,43.4971
6591,3,623,806,1977,43.4998
6591,3,623,807,1976,43.5057
6592,3,622,807,1976,43.5111
6593,3,621,807,1976,43.5139
6593,3,622,806,1976,43.5153
6594,3,621,806,1976,43.5201
6594,3,621,807,1975,43.525
6594,3,621,808,1974,43.525
6595,3,620,808,1974,43.5287
6596,3,619,808,1974,43.5293
6596,3,620,807,1974,43.5306
6597,3,619,807,1974,43.533
6597,3,620,806,1974,43.5347
6598,3,619,806,1974,43.5378
6599,3,618,806,1974,43.545
6600,3,617,806,1974,43.5514
6600,3,618,805,1974,43.5525
6601,3,617,805,1974,43.5541
6602,3,616,805,1974,43.5568
6603,3,615,805,1974,43.5576
6604,3,614,805,1974,43.5609
6605,3,613,805,1974,43.5609
6605,3,614,804,1974,43.5682
6606,3,613,804,1974,43.5694
6606,3,614,803,1974,43.5695
6606,3,615,802,1974,43.5696
6606,3,615,803,1973,43.5698
6607,3,614,803,1973,43.5728
6608,3,613,803,1973,43.5754
6609,3,612,803,1973,43.5768
6609,3,613,802,1973,43.5824
6610,3,612,802,1973,43.5827
6610,3,612,803,1972,43.584
6610,3,612,804,1971,43.5879
6610,3,613,803,1971,43.5896
6611,3,612,803,1971,43.5901
6612,3,611,803,1971,43.5904
6612,3,612,802,1971,43.5927
6613,3,611,802,1971,43.5937
6614,3,610,802,1971,43.5974
6614,3,610,803,1970,43.5998
6614,3,610,804,1969,43.6057
6615,3,609,804,1969,43.6076
6616,3,608,804,1969,43.6092
6616,3,608,805,1968,43.6139
6616,3,608,806,1967,43.6152
6616,3,608,807,1966,43.6153
6617,3,607,807,1966,43.6175
6617,3,607,808,1965,43.6189
6617,3,608,807,1965,43.6205
6617,3,609,806,1965,43.6212
6617,3,609,807,1964,43.6217
6618,3,608,807,1964,43.6223
6618,3,608,808,1963,43.6235
6618,3,608,809,1962,43.6283
6618,3,608,810,1961,43.6323
6619,3,607,810,1961,43.6339
6620,3,606,810,1961,43.6347
6620,3,607,809,1961,43.6355
6620,3,608,808,1961,43.6357
6621,3,607,808,1961,43.6362
6621,3,608,807,1961,43.6376
6622,3,607,807,1961,43.6381
6622,3,607,808,1960,43.6385
6622,3,608,807,1960,43.6402
6622,3,608,808,1959,43.6418
6622,3,609,807,1959,43.6443
6623,3,608,807,1959,43.6444
6624,3,607,807,1959,43.6461
6625,3,606,807,1959,43.6462
6625,3,607,806,1959,43.6474
6625,3,607,807,1958,43.6487
6625,3,608,806,1958,43.65
6625,3,609,805,1958,43.6515
6626,3,608,805,1958,43.6547
6626,3,609,804,1958,43.6561
6627,3,608,804,1958,43.6563
6628,3,607,804,1958,43.658
6628,3,607,805,1957,43.6593
6629,3,606,805,1957,43.6641
6630,3,605,805,1957,43.6646
6631,3,604,805,1957,43.6661
6631,3,605,804,1957,43.6709
6632,3,604,804,1957,43.6717
6632,3,605,803,1957,43.674
6632,3,606,802,1957,43.6753
6632,3,606,803,1956,43.6757
6632,3,606,804,1955,43.678
6633,3,605,804,1955,43.678
6633,3,606,803,1955,43.6789
6633,3,606,804,1954,43.6809
6633,3,607,803,1954,43.6843
6633,3,607,804,1953,43.6844
6634,3,606,804,1953,43.6863
6634,3,606,805,1952,43.6875
6635,3,605,805,1952,43.6878
6635,3,605,806,1951,43.6883
6636,3,604,806,1951,43.6889
6637,3,603,806,1951,43.6946
6637,3,604,805,1951,43.6946
6638,3,603,805,1951,43.6955
6639,3,602,805,1951,43.6964
6640,3,601,805,1951,43.6965
6640,3,601,806,1950,43.6987
6640,3,601,807,1949,43.6989
6641,3,600,807,1949,43.6995
6642,3,599,807,1949,43.6996
6643,3,598,807,1949,43.7008
6643,3,599,806,1949,43.703
6644,3,598,806,1949,43.7053
6645,3,597,806,1949,43.7058
6645,3,597,807,1948,43.7069
6645,3,598,806,1948,43.7085
6645,3,598,807,1947,43.7086
6646,3,597,807,1947,43.7115
6646,3,597,808,1946,43.7117
6647,3,596,808,1946,43.7133
6647,3,597,807,1946,43.7145
6647,3,597,808,1945,43.7152
6648,3,596,808,1945,43.7158
6649,3,595,808,1945,43.7158
6649,3,596,807,1945,43.717
6649,3,597,806,1945,43.7171
6649,3,598,805,1945,43.7181
6650,3,597,805,1945,43.7187
6650,3,598,804,1945,43.7195
6650,3,599,803,1945,43.7195
6650,3,600,802,1945,43.7235
6650,3,601,801,1945,43.7236
6651,3,600,801,1945,43.7248
6652,3,599,801,1945,43.7276
6652,3,600,800,1945,43.7284
6652,3,601,799,1945,43.7312
6652,3,601,800,1944,43.7329
6652,3,601,801,1943,43.734
6653,3,600,801,1943,43.7343
6653,3,601,800,1943,43.7353
6654,3,600,800,1943,43.7371
6655,3,599,800,1943,43.7475
6655,3,600,799,1943,43.7477
6655,3,601,798,1943,43.7509
6655,3,601,799,1942,43.751
6655,3,601,800,1941,43.7533
6655,3,602,799,1941,43.7543
6655,3,603,798,1941,43.7546
6656,3,602,798,1941,43.7574
6656,3,603,797,1941,43.7597
6657,3,602,797,1941,43.7599
6657,3,603,796,1941,43.7622
6658,3,602,796,1941,43.7633
6658,3,603,795,1941,43.7639
6658,3,603,796,1940,43.7656
6658,3,604,795,1940,43.7667
6659,3,603,795,1940,43.7668
6659,3,603,796,1939,43.7683
6660,3,602,796,1939,43.772
6661,3,601,796,1939,43.773
6662,3,600,796,1939,43.7734
6663,3,599,796,1939,43.7747
6664,3,598,796,1939,43.7759
6665,3,597,796,1939,43.7792
6665,3,598,795,1939,43.7812
6665,3,598,796,1938,43.7819
6666,3,597,796,1938,43.783
6667,3,596,796,1938,43.7849
6668,3,595,796,1938,43.7875
6669,3,594,796,1938,43.7902
6669,3,595,795,1938,43.7914
6669,3,596,794,1938,43.7934
6670,3,595,794,1938,43.7934
6671,3,594,794,1938,43.7941
6671,3,594,795,1937,43.7942
6672,3,593,795,1937,43.7962
6672,3,594,794,1937,43.7983
6672,3,595,793,1937,43.7984
6672,3,595,794,1936,43.7985
6672,3,596,793,1936,43.8006
6672,3,597,792,1936,43.8039
6672,3,598,791,1936,43.8046
6673,3,597,791,1936,43.8056
6673,3,597,792,1935,43.8065
6673,3,598,791,1935,43.8086
6673,3,599,790,1935,43.8094
6674,3,598,790,1935,43.8119
6675,3,597,790,1935,43.8166
6675,3,598,789,1935,43.8187
6675,3,598,790,1934,43.8238
6676,3,597,790,1934,43.8247
6677,3,596,790,1934,43.826
6677,3,597,789,1934,43.8274
6677,3,598,788,1934,43.8277
6677,3,599,787,1934,43.8312
6678,3,598,787,1934,43.8316
6678,3,599,786,1934,43.838
6679,3,598,786,1934,43.8397
6680,3,597,786,1934,43.8438
6680,3,597,787,1933,43.8475
6681,3,596,787,1933,43.8533
6681,3,596,788,1932,43.8551
6681,3,597,787,1932,43.8557
6681,3,598,786,1932,43.8561
6681,3,599,785,1932,43.8568
6682,3,598,785,1932,43.8574
6682,3,599,784,1932,43.859
6682,3,600,783,1932,43.8632
6683,3,599,783,1932,43.8641
6683,3,600,782,1932,43.8725
6683,3,600,783,1931,43.8726
6683,3,601,782,1931,43.8799
6683,3,602,781,1931,43.8799
6684,3,601,781,1931,43.8819
6685,3,600,781,1931,43.8829
6685,3,600,782,1930,43.8835
6686,3,599,782,1930,43.8852
6687,3,598,782,1930,43.8861
6687,3,599,781,1930,43.8907
6688,3,598,781,1930,43.8908
